cpt_code,pcs_ccs_single,pcs_ccs_single_label
'63286',9,(9) other or therapeutic nervous system procedures
'63287',9,(9) other or therapeutic nervous system procedures
'63290',9,(9) other or therapeutic nervous system procedures
'63300',9,(9) other or therapeutic nervous system procedures
'63301',9,(9) other or therapeutic nervous system procedures
'63302',9,(9) other or therapeutic nervous system procedures
'63303',9,(9) other or therapeutic nervous system procedures
'63304',9,(9) other or therapeutic nervous system procedures
'63305',9,(9) other or therapeutic nervous system procedures
'63306',9,(9) other or therapeutic nervous system procedures
'63307',9,(9) other or therapeutic nervous system procedures
'63655',3,"(3) laminectomy, excision intervertebral disc"
'63700',9,(9) other or therapeutic nervous system procedures
'63702',9,(9) other or therapeutic nervous system procedures
'63704',9,(9) other or therapeutic nervous system procedures
'63706',9,(9) other or therapeutic nervous system procedures
'63707',9,(9) other or therapeutic nervous system procedures
'63709',3,"(3) laminectomy, excision intervertebral disc"
'63710',9,(9) other or therapeutic nervous system procedures
'63740',3,"(3) laminectomy, excision intervertebral disc"
'63741',9,(9) other or therapeutic nervous system procedures
'63744',9,(9) other or therapeutic nervous system procedures
'63746',9,(9) other or therapeutic nervous system procedures
'64568',9,(9) other or therapeutic nervous system procedures
'64569',9,(9) other or therapeutic nervous system procedures
'64573',9,(9) other or therapeutic nervous system procedures
'64575',9,(9) other or therapeutic nervous system procedures
'64577',9,(9) other or therapeutic nervous system procedures
'64580',9,(9) other or therapeutic nervous system procedures
'64581',9,(9) other or therapeutic nervous system procedures
'64585',9,(9) other or therapeutic nervous system procedures
'64590',9,(9) other or therapeutic nervous system procedures
'64595',9,(9) other or therapeutic nervous system procedures
'64702',6,(6) decompression peripheral nerve
'64704',6,(6) decompression peripheral nerve
'64708',6,(6) decompression peripheral nerve
'64712',6,(6) decompression peripheral nerve
'64713',6,(6) decompression peripheral nerve
'64714',6,(6) decompression peripheral nerve
'64716',6,(6) decompression peripheral nerve
'64718',6,(6) decompression peripheral nerve
'64719',6,(6) decompression peripheral nerve
'64721',6,(6) decompression peripheral nerve
'64722',6,(6) decompression peripheral nerve
'64726',6,(6) decompression peripheral nerve
'64732',9,(9) other or therapeutic nervous system procedures
'64734',9,(9) other or therapeutic nervous system procedures
'64736',9,(9) other or therapeutic nervous system procedures
'64738',9,(9) other or therapeutic nervous system procedures
'64740',9,(9) other or therapeutic nervous system procedures
'64742',9,(9) other or therapeutic nervous system procedures
'64744',9,(9) other or therapeutic nervous system procedures
'64746',9,(9) other or therapeutic nervous system procedures
'64752',9,(9) other or therapeutic nervous system procedures
'64755',9,(9) other or therapeutic nervous system procedures
'64760',9,(9) other or therapeutic nervous system procedures
'64761',9,(9) other or therapeutic nervous system procedures
'64763',9,(9) other or therapeutic nervous system procedures
'64766',9,(9) other or therapeutic nervous system procedures
'64771',9,(9) other or therapeutic nervous system procedures
'64772',9,(9) other or therapeutic nervous system procedures
'64774',9,(9) other or therapeutic nervous system procedures
'64776',9,(9) other or therapeutic nervous system procedures
'64782',9,(9) other or therapeutic nervous system procedures
'64784',9,(9) other or therapeutic nervous system procedures
'64786',9,(9) other or therapeutic nervous system procedures
'64788',9,(9) other or therapeutic nervous system procedures
'64790',9,(9) other or therapeutic nervous system procedures
'64792',9,(9) other or therapeutic nervous system procedures
'64802',9,(9) other or therapeutic nervous system procedures
'64804',9,(9) other or therapeutic nervous system procedures
'64809',9,(9) other or therapeutic nervous system procedures
'64818',9,(9) other or therapeutic nervous system procedures
'64820',9,(9) other or therapeutic nervous system procedures
'64821',9,(9) other or therapeutic nervous system procedures
'64822',9,(9) other or therapeutic nervous system procedures
'64823',9,(9) other or therapeutic nervous system procedures
'64831',9,(9) other or therapeutic nervous system procedures
'64834',9,(9) other or therapeutic nervous system procedures
'64835',9,(9) other or therapeutic nervous system procedures
'64836',9,(9) other or therapeutic nervous system procedures
'64840',9,(9) other or therapeutic nervous system procedures
'64856',9,(9) other or therapeutic nervous system procedures
'64857',9,(9) other or therapeutic nervous system procedures
'64858',9,(9) other or therapeutic nervous system procedures
'64861',9,(9) other or therapeutic nervous system procedures
'64862',9,(9) other or therapeutic nervous system procedures
'64864',9,(9) other or therapeutic nervous system procedures
'64865',9,(9) other or therapeutic nervous system procedures
'64866',9,(9) other or therapeutic nervous system procedures
'64868',9,(9) other or therapeutic nervous system procedures
'64870',9,(9) other or therapeutic nervous system procedures
'64885',9,(9) other or therapeutic nervous system procedures
'64886',9,(9) other or therapeutic nervous system procedures
'64890',9,(9) other or therapeutic nervous system procedures
'64891',9,(9) other or therapeutic nervous system procedures
'64892',9,(9) other or therapeutic nervous system procedures
'64893',9,(9) other or therapeutic nervous system procedures
'64895',9,(9) other or therapeutic nervous system procedures
'64896',9,(9) other or therapeutic nervous system procedures
'64897',9,(9) other or therapeutic nervous system procedures
'64898',9,(9) other or therapeutic nervous system procedures
'64905',9,(9) other or therapeutic nervous system procedures
'64907',9,(9) other or therapeutic nervous system procedures
'64910',9,(9) other or therapeutic nervous system procedures
'64911',9,(9) other or therapeutic nervous system procedures
'65091',21,(21) other extraocular muscle and orbit therapeutic procedures
'65093',21,(21) other extraocular muscle and orbit therapeutic procedures
'65101',21,(21) other extraocular muscle and orbit therapeutic procedures
'65103',21,(21) other extraocular muscle and orbit therapeutic procedures
'65105',21,(21) other extraocular muscle and orbit therapeutic procedures
'65110',21,(21) other extraocular muscle and orbit therapeutic procedures
'65112',21,(21) other extraocular muscle and orbit therapeutic procedures
'65114',21,(21) other extraocular muscle and orbit therapeutic procedures
'65125',21,(21) other extraocular muscle and orbit therapeutic procedures
'65130',21,(21) other extraocular muscle and orbit therapeutic procedures
'65135',21,(21) other extraocular muscle and orbit therapeutic procedures
'65140',21,(21) other extraocular muscle and orbit therapeutic procedures
'65150',21,(21) other extraocular muscle and orbit therapeutic procedures
'65155',21,(21) other extraocular muscle and orbit therapeutic procedures
'65175',21,(21) other extraocular muscle and orbit therapeutic procedures
'65235',229,(229) nonoperative removal of foreign body
'65260',229,(229) nonoperative removal of foreign body
'65265',20,(20) other intraocular therapeutic procedures
'65273',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65280',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65285',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65290',21,(21) other extraocular muscle and orbit therapeutic procedures
'65400',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65420',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65426',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65600',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65710',13,(13) corneal transplant
'65730',13,(13) corneal transplant
'65750',13,(13) corneal transplant
'65755',13,(13) corneal transplant
'65756',13,(13) corneal transplant
'65760',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65765',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65767',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65770',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65771',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65772',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65775',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65779',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'65780',176,(176) other organ transplantation
'65781',176,(176) other organ transplantation
'65782',176,(176) other organ transplantation
'65805',20,(20) other intraocular therapeutic procedures
'65810',20,(20) other intraocular therapeutic procedures
'65815',20,(20) other intraocular therapeutic procedures
'65820',14,(14) glaucoma procedures
'65850',14,(14) glaucoma procedures
'65855',14,(14) glaucoma procedures
'65860',20,(20) other intraocular therapeutic procedures
'65865',20,(20) other intraocular therapeutic procedures
'65870',20,(20) other intraocular therapeutic procedures
'65875',20,(20) other intraocular therapeutic procedures
'65880',20,(20) other intraocular therapeutic procedures
'65900',20,(20) other intraocular therapeutic procedures
'65920',15,(15) lens and cataract procedures
'65930',20,(20) other intraocular therapeutic procedures
'66130',20,(20) other intraocular therapeutic procedures
'66150',14,(14) glaucoma procedures
'66155',14,(14) glaucoma procedures
'66160',14,(14) glaucoma procedures
'66165',14,(14) glaucoma procedures
'66170',14,(14) glaucoma procedures
'66172',14,(14) glaucoma procedures
'66180',14,(14) glaucoma procedures
'66185',14,(14) glaucoma procedures
'66220',20,(20) other intraocular therapeutic procedures
'66225',20,(20) other intraocular therapeutic procedures
'66250',19,"(19) other therapeutic procedures on eyelids, conjunctiva, cornea"
'66500',20,(20) other intraocular therapeutic procedures
'66505',20,(20) other intraocular therapeutic procedures
'66600',20,(20) other intraocular therapeutic procedures
'66605',20,(20) other intraocular therapeutic procedures
'66625',20,(20) other intraocular therapeutic procedures
'66630',20,(20) other intraocular therapeutic procedures
'66635',20,(20) other intraocular therapeutic procedures
'66680',20,(20) other intraocular therapeutic procedures
'66682',20,(20) other intraocular therapeutic procedures
'66700',14,(14) glaucoma procedures
'66710',14,(14) glaucoma procedures
'66711',14,(14) glaucoma procedures
'66720',14,(14) glaucoma procedures
'66740',14,(14) glaucoma procedures
'66761',14,(14) glaucoma procedures
'66762',20,(20) other intraocular therapeutic procedures
'66770',20,(20) other intraocular therapeutic procedures
'66820',15,(15) lens and cataract procedures
'66821',15,(15) lens and cataract procedures
'66825',15,(15) lens and cataract procedures
