ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,form,route,strength,strength_uom,package_size,manufacturer,startdate,enddate,status
71335088706,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,120 tablet in 1 bottle (71335-0887-6),bryant ranch prepack,NA,NA,NA
71335088707,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,40 tablet in 1 bottle (71335-0887-7),bryant ranch prepack,NA,NA,NA
71335088708,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,20 tablet in 1 bottle (71335-0887-8),bryant ranch prepack,NA,NA,NA
71335088709,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,10 tablet in 1 bottle (71335-0887-9),bryant ranch prepack,NA,NA,NA
71335095001,buprenorphine,buprenorphine,buprenorphine,NA,tablet,sublingual,2 mg/1,NA,60 tablet in 1 bottle (71335-0950-1),bryant ranch prepack,NA,NA,NA
71335095002,buprenorphine,buprenorphine,buprenorphine,NA,tablet,sublingual,2 mg/1,NA,90 tablet in 1 bottle (71335-0950-2),bryant ranch prepack,NA,NA,NA
71335095003,buprenorphine,buprenorphine,buprenorphine,NA,tablet,sublingual,2 mg/1,NA,30 tablet in 1 bottle (71335-0950-3),bryant ranch prepack,NA,NA,NA
71335095004,buprenorphine,buprenorphine,buprenorphine,NA,tablet,sublingual,2 mg/1,NA,7 tablet in 1 bottle (71335-0950-4),bryant ranch prepack,NA,NA,NA
71335095005,buprenorphine,buprenorphine,buprenorphine,NA,tablet,sublingual,2 mg/1,NA,28 tablet in 1 bottle (71335-0950-5),bryant ranch prepack,NA,NA,NA
71335095006,buprenorphine,buprenorphine,buprenorphine,NA,tablet,sublingual,2 mg/1,NA,1 tablet in 1 bottle (71335-0950-6),bryant ranch prepack,NA,NA,NA
71335095007,buprenorphine,buprenorphine,buprenorphine,NA,tablet,sublingual,2 mg/1,NA,12 tablet in 1 bottle (71335-0950-7),bryant ranch prepack,NA,NA,NA
71335096000,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,10 tablet in 1 bottle (71335-0960-0),bryant ranch prepack,NA,NA,NA
71335096001,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,30 tablet in 1 bottle (71335-0960-1),bryant ranch prepack,NA,NA,NA
71335096003,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,20 tablet in 1 bottle (71335-0960-3),bryant ranch prepack,NA,NA,NA
71335096006,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,8 tablet in 1 bottle (71335-0960-6),bryant ranch prepack,NA,NA,NA
71335096008,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,15 tablet in 1 bottle (71335-0960-8),bryant ranch prepack,NA,NA,NA
71335098101,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,5 mg/1,NA,30 tablet in 1 bottle (71335-0981-1),bryant ranch prepack,NA,NA,NA
71335098102,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,5 mg/1,NA,60 tablet in 1 bottle (71335-0981-2),bryant ranch prepack,NA,NA,NA
71335098103,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,5 mg/1,NA,90 tablet in 1 bottle (71335-0981-3),bryant ranch prepack,NA,NA,NA
71335098104,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,5 mg/1,NA,56 tablet in 1 bottle (71335-0981-4),bryant ranch prepack,NA,NA,NA
71335098105,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,5 mg/1,NA,100 tablet in 1 bottle (71335-0981-5),bryant ranch prepack,NA,NA,NA
71335098106,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,5 mg/1,NA,120 tablet in 1 bottle (71335-0981-6),bryant ranch prepack,NA,NA,NA
71335098107,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,5 mg/1,NA,50 tablet in 1 bottle (71335-0981-7),bryant ranch prepack,NA,NA,NA
71335098108,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,5 mg/1,NA,40 tablet in 1 bottle (71335-0981-8),bryant ranch prepack,NA,NA,NA
71335098109,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,5 mg/1,NA,20 tablet in 1 bottle (71335-0981-9),bryant ranch prepack,NA,NA,NA
71335100301,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"8 tablet, film coated in 1 bottle (71335-1003-1)",bryant ranch prepack,NA,NA,NA
71335100302,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"84 tablet, film coated in 1 bottle (71335-1003-2)",bryant ranch prepack,NA,NA,NA
71335100303,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"56 tablet, film coated in 1 bottle (71335-1003-3)",bryant ranch prepack,NA,NA,NA
71335100901,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,60 tablet in 1 bottle (71335-1009-1),bryant ranch prepack,NA,NA,NA
71335100902,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,90 tablet in 1 bottle (71335-1009-2),bryant ranch prepack,NA,NA,NA
71335100903,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,30 tablet in 1 bottle (71335-1009-3),bryant ranch prepack,NA,NA,NA
71335100904,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,120 tablet in 1 bottle (71335-1009-4),bryant ranch prepack,NA,NA,NA
71335100905,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,100 tablet in 1 bottle (71335-1009-5),bryant ranch prepack,NA,NA,NA
71335100906,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,56 tablet in 1 bottle (71335-1009-6),bryant ranch prepack,NA,NA,NA
71335100907,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,NA,15,mg/1,84 tablet in 1 bottle (71335-1009-7),NA,NA,NA,NA
71335100908,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,45 tablet in 1 bottle (71335-1009-8),bryant ranch prepack,NA,NA,NA
71335100909,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,18 tablet in 1 bottle (71335-1009-9),bryant ranch prepack,NA,NA,NA
71335103601,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,30 tablet in 1 bottle (71335-1036-1),bryant ranch prepack,NA,NA,NA
71335103603,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,90 tablet in 1 bottle (71335-1036-3),bryant ranch prepack,NA,NA,NA
71335103604,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,28 tablet in 1 bottle (71335-1036-4),bryant ranch prepack,NA,NA,NA
71335103605,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,60 tablet in 1 bottle (71335-1036-5),bryant ranch prepack,NA,NA,NA
71335103606,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,20 tablet in 1 bottle (71335-1036-6),bryant ranch prepack,NA,NA,NA
71335103607,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,45 tablet in 1 bottle (71335-1036-7),bryant ranch prepack,NA,NA,NA
71335103608,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,75 tablet in 1 bottle (71335-1036-8),bryant ranch prepack,NA,NA,NA
71500011001,lazanda,fentanyl,fentanyl,NA,"aerosol, spray",nasal,100 ug/81,NA,"1 bottle, spray in 1 carton (71500-110-01)  > 1 aerosol, spray in 1 bottle, spray",west therapeutic development llc,NA,NA,NA
71500013001,lazanda,fentanyl,fentanyl,NA,"aerosol, spray",nasal,300 ug/81,NA,"1 bottle, spray in 1 carton (71500-130-01)  > 1 aerosol, spray in 1 bottle, spray",west therapeutic development llc,NA,NA,NA
71500014001,lazanda,fentanyl,fentanyl,NA,"aerosol, spray",nasal,400 ug/81,NA,"1 bottle, spray in 1 carton (71500-140-01)  > 1 aerosol, spray in 1 bottle, spray",west therapeutic development llc,NA,NA,NA
71610000615,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"15 tablet, film coated in 1 bottle (71610-006-15)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000620,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"20 tablet, film coated in 1 bottle (71610-006-20)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000624,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"224 tablet, film coated in 1 bottle (71610-006-24)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000628,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"28 tablet, film coated in 1 bottle (71610-006-28)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000630,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"30 tablet, film coated in 1 bottle (71610-006-30)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000640,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"40 tablet, film coated in 1 bottle (71610-006-40)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000645,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"45 tablet, film coated in 1 bottle (71610-006-45)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000646,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"56 tablet, film coated in 1 bottle (71610-006-46)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000648,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"480 tablet, film coated in 1 bottle (71610-006-48)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000650,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"50 tablet, film coated in 1 bottle (71610-006-50)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000653,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"60 tablet, film coated in 1 bottle (71610-006-53)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000654,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"84 tablet, film coated in 1 bottle (71610-006-54)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000657,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"80 tablet, film coated in 1 bottle (71610-006-57)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000660,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"90 tablet, film coated in 1 bottle (71610-006-60)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000665,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"100 tablet, film coated in 1 bottle (71610-006-65)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000667,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"168 tablet, film coated in 1 bottle (71610-006-67)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000670,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"120 tablet, film coated in 1 bottle (71610-006-70)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000672,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"112 tablet, film coated in 1 bottle (71610-006-72)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000673,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"135 tablet, film coated in 1 bottle (71610-006-73)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000675,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"150 tablet, film coated in 1 bottle (71610-006-75)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000680,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"180 tablet, film coated in 1 bottle (71610-006-80)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000685,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"200 tablet, film coated in 1 bottle (71610-006-85)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000689,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"720 tablet, film coated in 1 bottle (71610-006-89)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000690,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"240 tablet, film coated in 1 bottle (71610-006-90)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000692,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"270 tablet, film coated in 1 bottle (71610-006-92)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000694,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"360 tablet, film coated in 1 bottle (71610-006-94)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610000698,tramadol hydrochloride,tramadol hydrochloride,tramadol,NA,"tablet, film coated",oral,50 mg/1,NA,"540 tablet, film coated in 1 bottle (71610-006-98)","aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011130,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,30 tablet in 1 bottle (71610-111-30),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011145,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,45 tablet in 1 bottle (71610-111-45),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011146,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,56 tablet in 1 bottle (71610-111-46),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011153,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,60 tablet in 1 bottle (71610-111-53),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011154,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,84 tablet in 1 bottle (71610-111-54),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011160,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,90 tablet in 1 bottle (71610-111-60),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011170,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,120 tablet in 1 bottle (71610-111-70),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011172,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,112 tablet in 1 bottle (71610-111-72),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011175,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,150 tablet in 1 bottle (71610-111-75),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011180,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,180 tablet in 1 bottle (71610-111-80),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71610011190,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         30  mg/1",NA,240 tablet in 1 bottle (71610-111-90),"aphena pharma solutions - tennessee, llc",NA,NA,NA
71872711401,nalbuphine hydrochloride,nalbuphine hydrochloride,nalbuphine,NA,"injection, solution",intramuscular; intravenous; subcutaneous,10 mg/ml,NA,"1 vial, multi-dose in 1 bag (71872-7114-1)  > 10 ml in 1 vial, multi-dose","medical purchasing solutions, llc",NA,NA,NA
71930001912,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (71930-019-12),eywa pharma inc,NA,NA,NA
71930001952,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,500 tablet in 1 bottle (71930-019-52),eywa pharma inc,NA,NA,NA
71930002012,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (71930-020-12),eywa pharma inc,NA,NA,NA
71930002052,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,500 tablet in 1 bottle (71930-020-52),eywa pharma inc,NA,NA,NA
71930002112,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (71930-021-12),eywa pharma inc,NA,NA,NA
